id,summary
13810089,"Jessie and Leo will hang out at the weekend, but Jessie has to come up with a place first."
13810094,"Ben has just landed back in town, is at the office now and will be back home around 6:00 or 7:00. Nora will order Indian food for him from the new restaurant at the corner. Nora is going to order Indian food for supper from a new restaurant."
13810112,Leah and Mason will see at 3 to go over a new machine. Mason reminds Leah to wear her safety stuff.
13810115,Linda bought a new pair of high heels and got a discount. She'll make an appointment at her hairdresser for Zoe. Linda bough high heels.
13810117,"Erin asks Peter out for a dinner, they're going for Mexican food at 7."
13810161,"Lawrence will visit Papa tonight after jogging before seven, Papa will prepare something to eat. Papa will meet with Lawrence, Anna and Pat on Sunday for a brunch in Schlosscafe around 12. Papa's leaving on Wednesday, so he'll go with Lawrence and Pat for a brunch at Schlosscafe at 12 on Sunday."
13810175,Lea is back from her trip and she liked Grand Canyon the most and brought Zack the newest Vogue from New York.
13810189,"Elise owes Eve money, she'll give it to her tomorrow. They are arriving tomorrow at home at 7 pm."
13810215,Elias and Sheridan are highly critical of her pink fridge. Sheridan and Elias are criticising her pink fridge.
13810228,"Tatiana hasn't finished the required trainings due tomorrow, so she'll have to cancel her plans of spending some time with her mom."
13810232,Chris is going Interrail to Italy and France for a week-long holiday next week. Chris is going Interrail for a week and will be traveling first class through Italy and France. He'll be sleeping in hotels besides the night train from Paris to Venice. He will be sleeping in a two-bed sleeping compartment on the train and in hotels.
13810240,"Andy is going to the gym tonight. Andy will bring food, sudoku and a cosmo for her. Joan can't drink wine because she is taking medicine. Joan can't have wine with the medicine."
13810258,"Jessie would love to go there, so and Barbara recommends Ottawa and Toronto."
13810360-1,Neither Frank nor Josh read the manuals before working with a new software. Frank has a few book projects drafted.
13810394,Synthia met her friend Mike and she is very upset about it. Joan suggests to just say hi next time.
13810499,"Anna can't open the link to the videos from yesterday that Jack sent her via email, so he'll put it on YT and it should be ready in 10 minutes."
13810506,"Patricia and Jane will go on an organised trip to Thailand, Vietnam and Cambodia. Victoria has just spent 11 days in Cuba and she's going to Greece in the summer."
13810634,He's on IV with Adam at the vet's now. Jean will consult her vet. Jean feels the same way.
13810665,"The guest will receive Natalie's contact details and call her around 3 p.m. Kate proposes that Tom organizes it, as he's the most experience. Tom has an important business meeting in two hours."
13810807,Mike will stay at Henry's place when he's on a business trip to keep Betsy company. She has pancreatitis and needs to take her medications every two days.
13810873,Jane is having an important Skype video call and wants to have a mock call with John.
13810893,"Karen is coming to Wrocław for a workshop next weekend and she will meet Nina on Saturday evening for a coffee. Karen is going to a restaurant with friends, whereas Nina will be at home with Luke and Ben for the New Year."
13810983,"Maia feels sorry about it as she thought Adam was Aydan's friend. She wants to talk to Adam about his mistake, but Aydan doesn't think it's necessary, Maia is not going to her piano class today."
13811140,"One of them had 40th birthday, so her boyfriend prepared a surprise trip."
13811289,Janet was in court yesterday. Amy's parents also got divorced.
13811680,A girl was murdered by a 26-year-old in New Zealand.
13811763,Aurora told Isabela that her fall on a slippery floor at her cousin's wedding last February was immortalized on a photo.
13811850,Polly and Ryder will try to save money and get a visa for the Sydney show.
13811868,"Craig had good time at the party yesterday. Most people left about 3, but he waited for Agnes because he wanted to drive her back, but she was having a chat with some guy."
13811934,"Hillary needn't have waited for the other package, because there was only one coming in."
13812016,Debbie weren't at the meeting today.
13812095,Will has just eaten and Tiffany hopes he won't react to the mushrooms like he did last time.
13812231,"Alfred tells his mum, Hetty, how to create a shortcut on an iPad and where to find her e-mail app."
13812300,It was Angela's birthday party.
13812325,Quentin has had another delivery and is organizing an unboxing at 8 pm tonight.
13812373,"Mia's mum Joanne sends her detailed instructions on how to make chicken stock (water, carrots, celeriac, pasrley, onion, a few chicken wings and spices)."
13812473,"Kate is tired of studying, she has a test in 5 days. Agnes suggests going out but Kate declines, she prefers taking a bath. Agnes is bored and has nothing planned today."
13812482,Recently Alleatha plays MTG rarely and only with prereleases.
13812740,Agnes sends her some music suitable for studying.
13812756,"Jane does not expect to get any update before 2/3 Jan. Sue and Jane applied for a job at the hotel, They will have less than 2 weeks to prepare if they get accepted."
13812757,He will come to the Christmas party. Jane helps Will find a place for the Christmas party that would satisfy his demanding boss.
13812773,Joanna's doctor forbid her to do yoga because she has back problems. Joanna will try this class and bring her medical files to consult with the therapist. Paula goes to Lotus studio for classes with Tina.
13812859,
13812988,Fiona shares house with 10 people. Ian has already bought the flight tickets and will visit Fiona in two weeks time.
13812999,"Veronica, Tom and Caroline will play the following songs: Hit the Road Jack, I Will Survive , Sugar, I Can't Feel My Face and I'm So Excited."
13813148,"Dom's father left for the US when Dom was young and he only talked to his father once in the last 19 years. He has a daughter, but Dom has never met her."
13813208-1,Dean and Matt like Sophie. Tomorrow Matt is helping dad with his car.
13813271,Martha will buy some crisps and two sandwiches.
13813278,Sandra met Matt at Anna's birthday party yesterday.
13813295,Barbara will be at Eva's place in thirty minutes. Eva's broken her leg.
13813346,Dave adopted a Trixie from a shelter.
13813529,"Anna is vegetarian too and she ate meat a few times, especially when she was hungry and couldn't have anything else. Anna has been a vegetarian for a month."
13813790,They will meet tomorrow the same time. Jade will go there tomorrow to see him. He'll go to Burlington tomorrow.
13813811,Logan knows a girl who is looking for a flatmate. Caleb used to find his flatmates on Craigslist.
13813854,Charles and Wendy will go dancing. Charles works in sales.
13813891,Paula will have a surgery today. Susan will come to the hospital in an hour. She fainted today and was taken to hospital because of a serious condition.
13813927,Amy doesn't go to escape rooms because she's afraid.
13814004,Elijah is back on medication after his last panic attack.
13814007,Oscar printed a ticket for Anna.
13814054-1,"There was a problem at Bill's school concerning cut tires on students' and teachers' cars standing in the parking lot. The last year student cut the tyres on 11 cars in the school car park. A student who failed finals, took revenge cutting tires on 11 cars, including all four on math teacher's car."
13814164,Diana's mother died a year ago. Danielle's mother died in 1977. Diana is gonna do it next year.
13814180,Rick quit his job.
13814245,She will attend a wedding this weekend.
13814412,"Aria sends him a contact to a physio and an osteopath. He rested for two weeks and started excecising, but the ankle still hurts."
13814531,Eva and Maggie are going to shop in grocery's store nearby Maggie's place.
13814563,"Rey and Campbell will spend a romantic night tomorrow. They will not be seeing each other in few months, so Rey wants to have fun with Campbell now."
13814671,Julia and Tom will be showing their flat to possible tenants at the weekend.
13814692,Arnold was transferred to Italy for a few months.
13814697,Carl and Steve will meet in the bar tomorrow.
13814755,Nancy and Lisa will meet for coffee in Warsaw's city centre at 3 pm.
13814782,"Jenny gives James a couple pin points about his CV and applying for Junior Project Manager at Netflix. Charlotte is writing her CV to apply for a Junior Sales Assistant position and doesn't know what to put in the ""Skills"" section."
13814922,"Olivia believes Jane shoudl tell Liz about it. Liz's partner, Chris, tried to kiss Jane."
13815005,Diana will help him and his wife organize the transactions.
13815153,Susan sent Mark a motivational speaker's clip.
13815228,Joanna helps Terry with his project.
13815334,Anita and Annabel have a hard time looking for Christmas gifts for their parents. Anita will buy her father a camera.
13815544,Stacy throws a dress up party.
13815619,The little one is fine. They want to rent a house so they can cook and save on food. His tank is too small.
13815659,She will take it tonight. Nathan is coming over tonight. They are going to talk about it tonight.
13815746,Anna would like to buy a watch for her partner's birthday. Anna has recently got married.
13815837-1,"Philip's father seems cool to strangers, but at home beats his wife badly. Philip needs to seek help, he's thinking of talking to a school councillor."
13815926,"After Christmas Kate is on her way back to town. Kate's away, so she can't join them. She will meet Joe at 9.15."
13815986,Brad is visiting his parents today and cannot meet with Hazel. She has got a job in the theatre and is going to the studio today to take some photos.
13816098,Hannah is sending Katherine a lot of cute animal videos to make her smile. Hannah had an injury so she can't use them any more.
13816134,He remembers very well the video Hugo has sent him. It is about the bank that stole Jack's money.
13816151,On Saturday Tim is having lunch with Sara's mother. John and Tim will meet outside the railway station at 7 pm on Friday and go for a drink.
13816209,Josh will help her choose hiking boots. Josh and Jessica will meet at 6 pm tomorrow and go to an alpine store.
13816331,"Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people."
13816449,"Monica and Josh are going to Marrakesh, Morocco for few days. Caroline is meeting Monica tonight at 8 pm in Caroline's place."
13816506,Rick and Tishia found a house they love but it is too expensive for them. Rick will drop them off.
13816553,Maya and Anna will meet once Anna is back in town. She is on her honeymoon in Greece.
13816555,"Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people."
13816634,Mark is organizing a trip to mountains next weekend and wants to take his car. They will drive in Mark's car. It's a busy Monday at work. Joel will get back to Mark with more details soon.
13816668,"A went to Vietnam for a surgery conference held once a year. B went to three different events during this weekend, including one on health-related issues."
13816792-1,Charlie will be at Xavier's in about an hour. Charlie will buy a week's food supply and some toilet paper for Xavier and will help him with the housework.
13816843-1,Anabel gives Malaki advice on applying foundation.
13816865-1,John and James are looking for accommodation near their school. John suggests sharing an apartment and they agree on a set of rules on using such a place on weekdays and at the weekend.
13816890,"Victoria and Anna discuss the show ""Outlander"" which Victoria recently started watching."
13816904,Chris is overwhelmed with work as he is involved in ten projects at the same time. Evie has a new colleague who started work today.
13817123,The computer contains confidential files.
13817124,The date of photo shoot was changed to yesterday.
13817162-1,"Milagros is filing in documents for her blog. Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people."
13817201-1,Crystal is considering buying a laptop. Mel suggests buying a cheaper laptop and a desktop PC.
13817247,Kim has reminded Frank about Black Friday.
13817318,Harry has sent him photos of the rubies and their details.
13817509,Kelly is not going out tonight because she is tired after studying until late last night.
13817577,Ariel has already paid for accommodation.
13817595,Anna is worried about her relationship. Anna's being sent to Bangkok for a work project.
13817638,"Helen, Jeff and their children cannot come and spend Christmas with Gwen and her family because their car has broken down and they have no money to pay for the repair. Samantha spent Christmas with her parents."
13817968,"Sue is drinking milk with garlic and using a eucalyptus rub because she is sick. Lucy suggests drinking hot water with anti-inflammatory turmeric, ginger, and honey."
13818001,Phoebe has cancer and she has an operation scheduled for tomorrow at 10.
13818129,Sue has eaten a banana and fish fingers and is feeling nauseous. Sandra thinks drinking mint might help.
13818202,Robert will be there next week. She suggests they should meet next week.
13818317,Liz doesn't know but she will go before the winter break. There's a haberdashery in New Market Square.
13818339,Darline has a flight to Sao Paulo on Thursday and she's on standby today.
13818342,Juliana will pick Lucy up from work.
13818365,Ignacio wishes she would come over and make him lunch.
13818387,Jacob's wife forbids him from seeing Oscar tomorrow.
13818582,Averi and Rylen try to make a plan for this weekend. They'll meet at Rylen's and help her mother making food. Averi will bring vegetables and all other things needed.
13818625,Helen recommends Betty her accountant. Betty doesn't have time to take care about the legal issues and administration in her company.
13818647,Barbara spent Christmas in Poland. This year there weren't so many people at her grandma's place. Barbara is going to spend the New Year in Warsaw and then come back to the UK.
13818706,"Marisa and Luke can't find the presentations they need for tomorrow's test. Lopez sent the presentations 3 weeks ago and they were found in the trash folder. Marisa, Luke, Austin, Emilia and Doug have a test tomorrow."
13818710,Jacob and his wife learnt to speak Portuguese. Rini got it wrong and would visit Rodrigues at his place tomorrow.
13818720,Jackie complains about the uncle George's party that she attended and her mother's behaviour.
13818722,"Alice and Meryl claim that despite the fact that Latifa is a princess in the UAE her situation is hard. Alice compares it to the situation of the Western women who're 'imprisoned' by motherhood, households, etc."
13818732,"Venus failed the practical driving test. Venus failed her practical driving test. Apollo will ask a driving instructor he knows to give her lessons. She will take a few more lessons with Apollo's friend, who is a driving instructor."
13818742,Rob and Juan did panel that went great. Clarise tells Hugh the guy who chaired Rob's panel was a dick and asked him diminishing questions. Today Rob and Juan had panels. Clarice and Rob didn't like the chairman of Rob's panel.
13818749,Lynn wants to look for a new job as the new manager puts too much pressure on her. Gabriela and Betty advise Lynn to talk to her anyway. Lynn is dissapointed.
13818751,The weather is supposed to be good that day.
13818753,"Dana's going to Paris the next day, Alberto's going on work trip to Berlin, Lisbon and Sao Paolo, Jamie's boarding a plane."
13818830,Pauline was at the conference today and it disappointed her. Lenny suggests they meet for a beer tonight.
13818848,They will meet with Andrea at 6 p.m. at Santa Croce Square and then go to Santa Croce together. They are meeting Andrea at Santa Croce square at 6 pm.
13818849,Nancy is choosing social media to attract customers. Greg and Will make comments on a photo.
13818858,Raquel and Laura have a cold. Laura and Raquel have got a cold. Laura and Sarah cheer her up. Raquel will drink tea with ginger and honey.
13818870,"Chrissy and Tara are coming to Pauline to have pizza. Pauline will make pizza for Tara and Chrissy. Chrissy is already at the bus stop, heading for Pauline's."
13818894,Ann and Jenny share their views on the ideology of love. Kelly is going to Paul tomorrow and doesn't know what to expect.
13818898,They don't like the fact that the pregnancy was announced a day after Eugenie's wedding.
13818909,Evie has a new colleague who has just started today. Evie has a new colleague who started work today.
13818912,She has 2 cats named Fluffy and Butters. There was a cat and a dog there.
13818919,Samantha spent Christmas with her parents.
13818942,Sarah paid an electricity bill of 20 pounds two days ago. There is a new bill for 37 pounds Mandy will pay. The electricity bill with the date 24th has not been paid.
13818947,Alice is waiting for her wedding photos. Johnny might organise a guys' night on Barbara's request.
13818980,She will attend a wedding this weekend. Isla has a problem with work.
13818986,"Hector is forced to call off the party because Yuri's rabbit, Nivea, has died and Yuri is devastated. Niamh used to have a rabbit, Pip, who died after 3 years."
13818991,"Richmond finds the last episode traumatic, Daphne and Penelope cried while watching it, while Richie finds it boring. Richie has different opinion on the last episode of QaF than Richmond, Daphne and Penelope, and it turns out he watches the UK version whereas the others watch the USA version. It turns out Richie was watching the UK version, while the others were watching the US version of QaF, so they were talking about a different episode."
13818997,"Nick needs opinions what is better - gas or induction hob. Ben isn't convinced with the induction hob, Ruth, Tom, Harry, Emma and Kate are for the induction, and Christian is for the gas. Nick decided to buy an induction hob."
13819002,Julia posted on Facebook that she is looking for vegan places to eat and John started accusing her of ruining the country's economy. Rick knows him and suggests she ignores his comment as he has very radical views he likes sharing with others. Julia's posted a question on FB about vegan places and got a comment from John about ruining out country's economy.
13819005,"Theo spoke to his wife and Greg is in hospital for 4-5 days. Clara can get them some groceries tomorrow, Gwen can drive Duncan to school. Gwen offered to drive Duncan to school, Theo's wife is picking him up tomorrow."
13819012,"John is arriving in Madrid at 7pm on the 29th instead of the 28th, and Marcela and Pablo are leaving Madrid also on the 29th from T2."
13819051,"The ice for curlin isn't slippery, but you gest special slippers. He doesn't want to go ice-skating because he hates winter sports."
13819054,"Alice wants to make DIY beauty products. She makes body and facial scrub, facial wash and mask, toner and lip balm. Sam makes eye cream, moisturizer and serum. Alice will look for recipes online and start with body and hair products."
13819088,An incel from California shot people at school.
13819091,"Helmut used to visit Innsbruck every week for work. Helmut used to go to Innsbruck every week. Helmut tells Russell there is no Starbucks, they should try the Austrian coffee shops."
13819106,Jimmy and Theo debate over the nature of the concept of populism. Theo explains to Tom that the recent prostests in France were motivated by high fuel prises and costs of living.
13819180,"Dirk says the fee for a boat is 40€ per person and includes all that he and his friends need for a party. Matthew, Aggie and Patricia agree to pay."
13819187,"Victor suggests they need to widen the reach of the promotion and work on communication between the team members. The promotion for Victor, Tony and Alice's event lasted for 2 weeks."
13819189,Sasha has a crush on Fabiano and needs to know if he's gay but he's too insecure to ask him directly.
13819219,"The spots number is limited, first come first served, so Anne, Mary and Michal need to act fast. Mary wants to get married, but it's too early to decide. Mary thinks she's pregnant."
13819245,Ola will go to Turks and Caicos for the reading break. Tomorrow Matt is helping dad with his car. He will join Bruce and Jeannie in Carrot River.
13819258,Olen got angry and he's going to talk to her today. They're visiting Innsbruck today.
13819262,Timothy invites Victor and William for the New Year's Eve at his uncle's house.
13819295,Next week Jacob will come to New York.
13819319,"Jenny, Tom, Peter and Mary are going to Spain for 3 weeks."
13819326,The next meeting is in 2 days. Maria needs a logistician. There will be a team meeting on Thursday.
13819344,Jeff is scared to go to Michaela's party.
13819367,"Tina, Sara and Marin compliment Gabrielle on her looks and suggest that she should choose the red shoes."
13819372,Margaret and Pat together with her children are expected in Chatham on December 26th.
13819384,Daniel's looking for his coat that he lost last night while being drunk. Tom possesses the coat but threatens to vomit on it as the payback for Daniel's vominting in his car.
13819442,Nikki shares the pictures of her children's first day at school. Nell and Nikki agree to facetime tomorrow afternoon.
13819445,There appeared some cracks in walls of both Andrea and Lorenzo's houses due to the earthquake caused by Etna. The officials've closed a few old churches but Lorenzo hopes it's safe to stay there.
13819450,The thing Jeniffer likes the most in America is diversity while in Brooke's opinion it's urban splendor.
13819466,Yannick explains to Jake and Maja that he's been absent because he had a difficult time with Jessica and adds that eventually they broke up.
13819529,"Adam is not feeling well. Missy, Ana, Margaret and Bruno want him to go out with them."
13819583,"Donna recommends Agnes reading ""Kid’s Stuff: Toys and the Changing World of American Childhood"". Keith recommends ""War Toys, War Movies, and the Militarization of the United States""."
13819587-1,"There will be a contingency meeting at 3 pm on Friday. Gary, Dan, Owen, Eva, Alexander, Steffen, Kieran and Ben are going on a ferry journey on Friday, the 16th of November. Gary wants them to be at Malinche at 1 pm."
13819590,There is a conference in Hamburg.
13819591-1,He likes Max's bowling idea. He doesn't want to go ice-skating because he hates winter sports.
13819631,"Molly decides to rent a car with Jeff, Ramona and Barbara."
13819664,She stopped smoking.
13819673,Will wants to know who has been shouting in the street last night.
13819688,"Szymon's ex girlfriend, Tina, got married and Szymon is upset about it."
13819702,"Tom, Thames, Annette, Clare, Helen and Tanvi try to schedule a Christmas party."
13819711,Zoe recommends Sam buying MacBook Air in a state with no sales tax.
13819748,The convocation arrived yesterday.
13819768,Mikhail and Kasia went there yesterday.
13819808,"Marie and Peter think it is better not to rely on predicted numbers, and use 2014 instead. Winston will have the data filled by tonight."
13819819,"Jeff needs to print his essay, but he has never printed anything on campus before. Ann and Danny explain to Jeff that getting permission to print is a long and daunting process. Ann, Danny and Jeff are meeting tomorrow in class."
13819837,"Christian, Jean, Olivia and Doris are discussing their trip to Croatia. They decided to spend three days Zagreb, one day the national park, then five days somewhere at the seacoast."
13819839,Paola and her friends are going to the theatre El Rincón de Sánchez on Friday. They are going to see a play about Serbian family just after the war in Yugoslavia.
13819842,Elsie thinks Sheila likes Tommy too. Tommy likes Sheila and he wonders if Stanley is hitting on her. Tommy is going to ask Sheila out.
13819884-1,Olaf is inviting his friends over for a party at his new house on 8th street 1256 East this Friday.
13819930,Audrey is after a tv series to watch and Tony recommends Lucifer.
13819937,Jacob quit smoking a month ago. Thomas quit a long time ago and confirms it is a difficult battle.
13819962,She will meet Kerry and Andrew at the Crossed Arms on Sunday at 1pm. Andrew is angry because he wanted to take a few days off at the same time.
13819969,"Leila, Dave, Alex, Larry and Desi are going to meet at Larry's place to help him out with assembling the furniture."
13819986,Andy and Lupe are going to the Armenian restaurant on Saturday. Ida is working in the evening during the weekend.
13819997-1,Dave will stay at Marciano's house at the beginning of the next month. Derek forgot he told his date to come over to his apartment. The girl learned some facts about the groom and decided not to marry. Dave started going to events like pottery classes.
13820064,Ruth is too busy to meet up but Sophie and Irene will join him towards the end of the week. Andrew will be in London next week and would like to meet up.
13820132,Matej will pick it up on the way to Anka.
13820137-1,"She is also going to watch Mary Poppins with Kerry on Saturday morning, 10.30 in Odeon. Izzy and Heather are going with children to Wonderland on Saturday morning."
13820181,"Renata, Vera, Oscar and Charlie are procrastinating instead of writing their BA theses."
13820197,There are new hp computers in Sean's department. They give Mary a lot of advice on how to save up money.
13820202,Martin's selling calendars of the company for 2 $ each.
13820247,"Matt, Anton and Paul are discussion their dislike of Theresa May and her negotiations regarding Brexit."
13820270,Ovi just returned from Israel and will be coming to school tomorrow.
13820287,Monica is having a surgery tonight. Sakis visited her a week ago. Lindsay visited her today. Melissa can come over tonight and they can spend part of tomorrow together.
13820310,Stacey and Lucas went to an escape room last year. 5 teenagers died in an escape room fire in northern Poland.
13820318,"Martha had a dinner with her grandma, because she's broke. Martha got accepted at university as part time student. Dominique lost a lot of money on private health care."
13820330,Matt got to 34 level.
13820336,"Ben visited Thailand, and he was working remotely during that time. Charlotte is in Thailand from 5th December until 5th of January. Nina is spending Christmas at her parents' home near Wrocław."
13820399,"Amanda is worried the workers won't finish redecoration by the end of February, before the wedding."
13820403,"Audrey, Conrad, Marla and Matthew are going to play tennis. Audrey will be there at 5, Marla at around 5:30."
13820406,"Urban, Jerry and Jimmy are meeting today at 6 PM for a rehearsal before the competition. According to Urban, Jimmy still makes some mistakes in choreography."
13820407,"Angelo's, Toff's, Yori, Soho or street food on Brick Lane or Borough's Market are being suggested. He's spending this weekend in London with some friends."
13820504,"Haley, Aston and Craven are more than interested in changes."
13820548,They will eat lasagna and chocolate ice cream.
13820588,Sharon was called into the disciplinary meeting with bosses after a loud argument with her manager Carrie.
13820620,"The cinema they chose only offers a 3D version with subtitles and a 2D version with dubbing. Steve, Mark and Greg decide on the 3D version. Mark has 3D cancelling glasses. Steve, Mark and Greg are going to see a movie."
13820621,Troy is throwing a birthday party at his place this Friday as he is turning 25.
13820623,Cindy sends Christy and Naomi a picture of herself dressed for the party. They advise Cindy to wear stilettos instead of ballerinas. Stacy throws a dress up party.
13820694,"Ellie, Jay, Katie and Monica need to buy a wreath for the funeral."
13820706,Sam has no news about the project. Olen got angry and he's going to talk to her today.
13820708,"Hank will ask Peter if he's interested. Luckily, Peter did not hurt anyone, including himself."
13820716,"Theresa, Alphonse, Marion and Josh will meet in Boston on Friday."
13820721,"Robert and Rob want to leave the classroom, but Alex convinces them to stay. Robert, Rob and Alex want to find out what they should learn before the exam, and they wonder if the teacher will curve up the marks."
13820733,"Rhonda, Cheryl and Tiffany are planning a trip to Copenhagen. Rhonda proposes the national museum. Cheryl wants to see the mermaid and Christiania. The girls are also considering a boat tour around the city and visiting Rosenborg castle."
13820758,Kaja has a direct flight to Poland at 11PM tonight. He will drive Kaja to the airport on his way to Pearson. Morris is on his way back from work. Andres is in Mississauga.
13820759,George is going to leave work earlier tomorrow to get the present for Mike. Clara thought it was next week. They will meet tomorrow the same time. Mike's birthday is tomorrow.
13820818,"Andrea, Kasia and Nicki want to join a student organization called AIESEC. Andrea, Kasia and Nicki will go to an AIESEC meeting on Thursday together. Chris is working with the AIESEC."
13820819,A member of the MA group has insulted Tobias for not participating. People who don't take part in the strike have been mentioned by name.
13820848,"Kamil is looking for movie or series recommendations. Kamil is skeptical at first, but will give the series a try."
13820849,Olga is not a big fan of his music but regrets not going to the concert. He played mostly his old songs and several new ones. Adam and Asia went to a concert. A man came to the concert from Japan.
13820862,"Ian, Keegan and Jane appreciate Ariana's pictures from Marrakech. Ian, Keegan and Jane are thinking of going there too."
13820922,"They will try out a new place in the city centre. Sly suggests byob and byo food. The place they'll be staying at has a kitchen, so they will bring their own food to cook."
13820962,Jade will go there tomorrow to see him.
13820994,"Laurie, Ashley, Matt and Jesse are going for some yoga tomorrow at 8am."
13820995,He's distant and cold and they haven't talked on the phone for days. Paul will probably visit for Christmas next.
13821007,"Ulf and Barton don't like it, so they're meeting for a beer instead."
13821033,For Brady it wasn't adding points from last night.
13821077,"Carden got the whole ""50 shades of gray"" trilogy on DVD. Ashley and Gilda liked the book, but Gilda thinks the film is a complete waste of time."
13821091,"The fascist party ""Vox"" came to power in Andalusia. Barbara and William think we're heading for a catastrophe. Barbara thinks they need to start talking to people and oppose the wrong ideas. Barbara is disturbed by the news from Spain."
13821135,"A guy was hit by a car in front of Marianne's block. Natalia doesn't feel like going to the pub today. Jane, Mandy and Marianne are meeting today at 9pm at their pub."
13821143,They will meet tomorrow the same time.
13821145,"Tommy has an idea for a new larp. Sarah suggests adding a third faction of demon hunters. There would be 2 factions, one of them possessed by demons."
13821168,Chet has a tinder date tonight.
13821282,"Stacey, Steve and Olly will buy a grinder for their father and a massage voucher for their grandmother."
13821335,Sarah recommends Lydia to read The Great Alone first. Peggy spoils the plot.
13821340,"Mary, Tom and Jeff will meet on Friday to discuss the visit to Peter. He's going to his summer house."
13821364,"Ivan, Vasily and Dimitri are concerned about the current political situation in Ukraine and the conflict between Russia and Ukraine. Jake and Dimitry are discussing the political situation in Ukraine."
13821404,She's going to her therapist next week. She suggests they should meet next week.
13821409,Maddie has just booked the flight. Dan offers sleepover at his apartment.
13821457,"Jack, Kasia and Wojtek will go to a concert that is taking place in the Royal Castle at 7 pm on Saturday."
13821513,"There is a fight, someone has a knife, the police is probably on its way."
13821520,Gary is going to visit Mary next weekend. The paramedics suspect Mary has heart issues. Mary will have more tests next week.
13821531,Jesse and Alex think French appreciate more skinny girls with an almost boyish appearance than vulgar American pop stars. Jesse and Alex are in France. They noticed some differences between French and American women.
13821559,Tristan is going for a cruise around Hawaii with his parents in the summer.
13821572,Lydia haven't seen '13 reasons why'. Lydia will give '13 reasons why' a chance.
13821593,Tony recommends Ann to follow the crazy craving and move to Vancouver. Ann is thinking about moving to Canada next year.
13821603,Alfie and Everard recommend Ellington to seek for professional advice. Ellington does workout and he believes he needs more protein.
13821618,George and Joshua are meeting on 21st December. They will go for burgers at a new place afterwards.
13821637,Mark watched it.
13821663,"Coco, Phil and Greg discuss vegan milk and its carbon footprint."
13821665,Jan cheated on Maria with Ava.
13821678,"Filmore, Gibson, Pascal and Beck have 800 to spend. Pascal and Beck think they should go for drinks instead."
13821708,Ava and Olivia are going to check out Emma's nail art tool tonight. Holly and her husband will help Emma tonight.
13821729,Rini got it wrong and would visit Rodrigues at his place tomorrow.
13821776,Rico's looking for a name for her.
13821777,Lyman promotes the charity action concerning donation of used clothes.
13821809,Amanda's writing the thesis about the happiness policy of Bhutan.
13821873,Josh offered Peter a big rise and a transfer to another office in Angola.
13821875,Jim thinks architecture in Skopje could be a good topic for another exhibition. Jim finds the exhibition extremely well prepared and presented.
13827896,Olen got angry and he's going to talk to her today. They're visiting Innsbruck today.
13827898,Natalia doesn't feel like going to the pub today.
13827900,"Mike is raving about the FIFA game, because it disconnected him, when he was playing online."
13827903,Noah was questioned as a witness and media accuse him of rape.
13827905,In case they can't get tickets they will do something downtown.
13827909,"Rosaline doesn't know if he's interested, but she's afraid of taking the first step."
13827911,"Jennifer recommends Terry a visit to this physiotherapist. Jennifer has a problem with her spine and goes to David, a physiotherapist in Carlisle."
13827951,"Mary and Will discuss the party last night; they talk about the fact that there were many people, they were drinking vodka, singing karaoke, smoking and it was extremely noisy."
13827952,"Phoebe can't afford to make a donation this time, so she won't pick up the phone. Carolyn calls people and asks for donations."
13827965,Will recommends her Toshiba or Lenovo.
13827973,They are meeting tonight. They are going to talk about it tonight.
13827978,She suggests they should meet next week. Courtney did her first 20-miles ride yesterday.
13827980,Anton has a room in Warsaw to offer.
13827992,Eli asked her landlord to repair a leaking pipe.
13828002,Jake invites Juliet and her boyfriend to join them.
13828015,Renee was recorded dancing Waltz with her instructor.
13828019,"Sarah will go to Diane's birthday party. Lucy didn't get an email with the invitation, so she doesn't want to go. Sarah is planning a party. Freda and Sarah don't know what to wear to the party, but they both agree they like dressing up."
13828021,"Barb learns that Bob got married last month, so she abandons her idea. Barb burnt Bob's sweater while trying to light up fireworks last year. She found indentical sweater on the internet and she wants to give it to Bob in person."
13828028,"Mother of Chris and Mary is getting older and she can't take care of herself and her house. They're considering to find her a nursing home. Neither May, nor Chris and Jane can't take the mother to their places."
13828038,Alice was supposed to introduce her future boyfriend to Emma and her husband but eventually she changed her mind.
13828054,Lisa spent a nice the afternoon with Victor and his daughters.
13828060,They have different views on life. She doesn't like the fact that every foreigner does the same activities.
13828098,Andrea's collecting money for Leslie's birthday present. Keith will fight Leslie as part of the party only  if he knows the plan. She's going to buy her a book collection.
13828109,Stacy will probably close up the cats in the bathroom and walk Vanessa back with Buba.
13828114,Susie will make muffins with the pumpkin puree from Elizabeth's recipe.The recipe is for around 12 muffins.
13828116,They are going to meet at Mark's place on Saturday at 10. Mark is organizing a trip to mountains next weekend and wants to take his car.
13828132,"Claire from high school is now an Instagram model, who has had a few plastic surgeries even though she claims otherwise."
13828136,"Enrique starts his European tour on May 1st and his concert in Poland will be held on May 7th in Cracow. Diane and June are buying the tickets in the ""Golden Circle"" area. The tickets cost from 180 to 300 PLN."
13828158,Lola and Julio will meet at the southeast corner of Winston Park on Friday at 9 am to go hiking.
